Country,Year,continent,happiness_score,gdp_per_capita,family,health,freedom,generosity,government_trust,cpi_score
Paraguay,2017,SA,5.743,0.855,0,0.777,0.514,0.184,0.08,29
Russia,2017,EU,5.648,1.183,0,0.726,0.334,0.082,0.031,29
Bangladesh,2017,AS,4.456,0.562,0,0.723,0.527,0.166,0.143,28
Guatemala,2017,SA,6.436,0.8,0,0.746,0.535,0.175,0.078,28
Kenya,2017,AF,4.509,0.512,0,0.581,0.431,0.372,0.053,28
Lebanon,2017,AS,5.197,0.987,0,0.815,0.216,0.166,0.027,28
Mauritania,2017,AF,4.49,0.57,0,0.489,0.066,0.106,0.088,28
Guinea,2017,SA,4.534,0.38,0,0.375,0.332,0.207,0.086,27
Nigeria,2017,AF,5.265,0.696,0,0.245,0.426,0.215,0.041,27
Nicaragua,2017,SA,6.105,0.694,0,0.835,0.435,0.2,0.127,26
Uganda,2017,AF,4.189,0.332,0,0.443,0.356,0.252,0.06,26
Cameroon,2017,AF,5.044,0.549,0,0.331,0.381,0.187,0.037,25
Madagascar,2017,AF,3.933,0.274,0,0.555,0.148,0.169,0.041,24
Burundi,2017,AF,3.775,0.046,0,0.38,0.22,0.176,0.18,22
Haiti,2017,SA,3.597,0.323,0,0.449,0.026,0.419,0.11,22
Uzbekistan,2017,AS,6.174,0.745,0,0.756,0.631,0.322,0.24,22
Zimbabwe,2017,AF,3.663,0.366,0,0.433,0.361,0.151,0.089,22
Cambodia,2017,AS,4.7,0.574,0,0.637,0.609,0.232,0.062,21
Tajikistan,2017,AS,5.467,0.493,0,0.718,0.389,0.23,0.144,21
Chad,2017,AF,4.35,0.35,0,0.192,0.174,0.198,0.078,20
Turkmenistan,2017,AS,5.247,1.052,0,0.657,0.394,0.244,0.028,19
Iraq,2017,AS,4.437,1.043,0,0.574,0.241,0.148,0.089,18
Venezuela,2017,SA,4.707,0.96,0,0.805,0.154,0.064,0.047,18
Libya,2017,AF,5.525,1.044,0,0.673,0.416,0.133,0.152,17
Yemen,2017,AS,3.38,0.287,0,0.463,0.143,0.108,0.077,16
Afghanistan,2017,AS,3.203,0.35,0,0.361,0,0.158,0.025,15
Denmark,2018,EU,7.555,1.351,0,0.868,0.683,0.284,0.408,88
New Zealand,2018,AU,7.324,1.268,0,0.876,0.669,0.365,0.389,87
Finland,2018,EU,7.632,1.305,0,0.874,0.681,0.202,0.393,85
Singapore,2018,AS,6.343,1.529,0,1.008,0.631,0.261,0.457,85
Sweden,2018,EU,7.314,1.355,0,0.913,0.659,0.285,0.383,85
Switzerland,2018,EU,7.487,1.42,0,0.927,0.66,0.256,0.357,85
Norway,2018,EU,7.594,1.456,0,0.861,0.686,0.286,0.34,84
Netherlands,2018,EU,7.441,1.361,0,0.878,0.638,0.333,0.295,82
Canada,2018,NA,7.328,1.33,0,0.896,0.653,0.321,0.291,81
Luxembourg,2018,EU,6.91,1.576,0,0.896,0.632,0.196,0.321,81
Germany,2018,EU,6.965,1.34,0,0.861,0.586,0.273,0.28,80
United Kingdom,2018,EU,7.19,1.244,0,0.888,0.464,0.262,0.082,80
Australia,2018,AU,7.272,1.34,0,0.91,0.647,0.361,0.302,77
Austria,2018,EU,7.139,1.341,0,0.891,0.617,0.242,0.224,76
Iceland,2018,EU,7.495,1.343,0,0.914,0.677,0.353,0.138,76
Belgium,2018,EU,6.927,1.324,0,0.894,0.583,0.188,0.24,75
Estonia,2018,EU,5.739,1.2,0,0.737,0.553,0.086,0.174,73
Ireland,2018,EU,6.977,1.448,0,0.876,0.614,0.307,0.306,73
Japan,2018,AS,5.915,1.294,0,0.988,0.553,0.079,0.15,73
France,2018,EU,6.489,1.293,0,0.908,0.52,0.098,0.176,72
United States,2018,NA,6.886,1.398,0,0.819,0.547,0.291,0.133,71
United Arab Emirates,2018,AS,6.774,2.096,0,0.67,0.284,0.186,0.312,70
Uruguay,2018,SA,6.379,1.093,0,0.771,0.625,0.13,0.155,70
Chile,2018,SA,6.476,1.131,0,0.808,0.431,0.197,0.061,67
Portugal,2018,EU,5.41,1.188,0,0.884,0.562,0.055,0.017,64
Botswana,2018,AF,3.59,1.017,0,0.417,0.557,0.042,0.092,61
Israel,2018,AS,6.814,1.301,0,0.883,0.533,0.354,0.272,61
Poland,2018,EU,6.123,1.176,0,0.781,0.546,0.108,0.064,60
Slovenia,2018,EU,5.948,1.219,0,0.856,0.633,0.16,0.051,60
Cyprus,2018,AS,5.762,1.229,0,0.909,0.423,0.202,0.035,59
Lithuania,2018,EU,5.952,1.197,0,0.716,0.35,0.026,0.006,59
Georgia,2018,AS,4.34,0.853,0,0.643,0.375,0.038,0.215,58
Latvia,2018,EU,5.933,1.148,0,0.671,0.363,0.092,0.066,58
Spain,2018,EU,6.31,1.251,0,0.965,0.449,0.142,0.074,58
Costa Rica,2018,SA,7.072,1.01,0,0.817,0.632,0.143,0.101,56
Rwanda,2018,AF,3.408,0.332,0,0.4,0.636,0.2,0.444,56
Malta,2018,EU,6.627,1.27,0,0.884,0.645,0.376,0.142,54
Italy,2018,EU,6,1.264,0,0.946,0.281,0.137,0.028,52
Mauritius,2018,AF,5.891,1.09,0,0.684,0.584,0.245,0.05,51
Slovakia,2018,EU,6.173,1.21,0,0.776,0.354,0.118,0.014,50
Jordan,2018,AS,5.161,0.822,0,0.645,0.468,0.13,0.134,49
Saudi Arabia,2018,AS,6.371,1.379,0,0.633,0.509,0.098,0.127,49
Croatia,2018,EU,5.321,1.115,0,0.737,0.38,0.12,0.039,48
Malaysia,2018,AS,6.322,1.161,0,0.669,0.356,0.311,0.059,47
Romania,2018,EU,5.945,1.116,0,0.726,0.528,0.088,0.001,47
Hungary,2018,EU,5.62,1.171,0,0.732,0.259,0.061,0.022,46
Greece,2018,EU,5.358,1.154,0,0.879,0.131,0,0.044,45
Montenegro,2018,EU,5.347,1.017,0,0.729,0.259,0.111,0.081,45
Senegal,2018,AF,4.631,0.429,0,0.433,0.406,0.138,0.082,45
Belarus,2018,EU,5.483,1.039,0,0.7,0.307,0.101,0.154,44
Jamaica,2018,SA,5.89,0.819,0,0.693,0.575,0.096,0.031,44
Bulgaria,2018,EU,4.933,1.054,0,0.712,0.359,0.064,0.009,43
Morocco,2018,AF,5.254,0.779,0,0.669,0.46,0.026,0.074,43
South Africa,2018,AF,4.724,0.94,0,0.33,0.516,0.103,0.056,43
Tunisia,2018,AF,4.592,0.9,0,0.69,0.271,0.04,0.063,43
Burkina Faso,2018,AF,4.424,0.314,0,0.254,0.312,0.175,0.128,41
Ghana,2018,AF,4.657,0.592,0,0.337,0.499,0.212,0.029,41
India,2018,AS,4.19,0.721,0,0.485,0.539,0.172,0.093,41
Kuwait,2018,AS,6.083,1.474,0,0.675,0.554,0.167,0.106,41
Turkey,2018,AS,5.483,1.148,0,0.686,0.324,0.106,0.109,41
Argentina,2018,SA,6.388,1.073,0,0.744,0.57,0.062,0.054,40
Benin,2018,AF,4.141,0.378,0,0.24,0.44,0.163,0.067,40
China,2018,AS,5.246,0.989,0,0.799,0.597,0.029,0.103,39
Serbia,2018,EU,5.398,0.975,0,0.685,0.288,0.134,0.043,39
Bosnia and Herzegovina,2018,EU,5.129,0.915,0,0.758,0.28,0.216,0,38
Indonesia,2018,AS,5.093,0.899,0,0.522,0.538,0.484,0.018,38
Sri Lanka,2018,AS,4.471,0.918,0,0.672,0.585,0.307,0.05,38
Kosovo,2018,EU,5.662,0.855,0,0.578,0.448,0.274,0.023,37
Mongolia,2018,AS,5.125,0.914,0,0.575,0.395,0.253,0.032,37
Panama,2018,SA,6.43,1.112,0,0.759,0.597,0.125,0.063,37
Albania,2018,EU,4.586,0.916,0,0.79,0.419,0.149,0.032,36
Bahrain,2018,AS,6.105,1.338,0,0.698,0.594,0.243,0.123,36
Colombia,2018,SA,6.26,0.96,0,0.635,0.531,0.099,0.039,36
Philippines,2018,AS,5.524,0.775,0,0.513,0.643,0.12,0.105,36
Tanzania,2018,AF,3.303,0.455,0,0.381,0.481,0.27,0.097,36
Thailand,2018,AS,6.072,1.016,0,0.707,0.637,0.364,0.029,36
Algeria,2018,AF,5.295,0.979,0,0.687,0.077,0.055,0.135,35
Armenia,2018,AS,4.321,0.816,0,0.666,0.26,0.077,0.028,35
Brazil,2018,SA,6.419,0.986,0,0.675,0.493,0.11,0.088,35
Egypt,2018,AF,4.419,0.885,0,0.553,0.312,0.092,0.107,35
El Salvador,2018,SA,6.167,0.806,0,0.639,0.461,0.065,0.082,35
Peru,2018,SA,5.663,0.934,0,0.674,0.53,0.092,0.034,35
Zambia,2018,AF,4.377,0.562,0,0.295,0.503,0.221,0.082,35
Ecuador,2018,SA,5.973,0.889,0,0.736,0.556,0.114,0.12,34
Ethiopia,2018,AF,4.35,0.308,0,0.391,0.452,0.22,0.146,34
Niger,2018,AF,4.166,0.131,0,0.221,0.39,0.175,0.099,34
Moldova,2018,EU,5.64,0.657,0,0.62,0.232,0.171,0,33
Pakistan,2018,AS,5.472,0.652,0,0.424,0.334,0.216,0.113,33
Vietnam,2018,AS,5.103,0.715,0,0.702,0.618,0.177,0.079,33
Liberia,2018,AF,3.495,0.076,0,0.267,0.419,0.206,0.03,32
Malawi,2018,AF,3.587,0.186,0,0.306,0.531,0.21,0.08,32
Mali,2018,AF,4.447,0.37,0,0.152,0.367,0.139,0.056,32
Ukraine,2018,EU,4.103,0.793,0,0.609,0.163,0.187,0.011,32
Gabon,2018,AF,4.758,1.036,0,0.404,0.356,0.032,0.052,31
Kazakhstan,2018,AS,5.79,1.143,0,0.631,0.454,0.148,0.121,31
Nepal,2018,AS,4.88,0.425,0,0.539,0.526,0.302,0.078,31
Dominican Republic,2018,SA,5.302,0.982,0,0.614,0.578,0.12,0.106,30
Sierra Leone,2018,AF,4.571,0.256,0,0,0.355,0.238,0.053,30
Togo,2018,AF,3.999,0.259,0,0.253,0.434,0.158,0.101,30
Bolivia,2018,SA,5.752,0.751,0,0.508,0.606,0.141,0.054,29
Honduras,2018,SA,5.504,0.62,0,0.622,0.459,0.197,0.074,29
Kyrgyzstan,2018,AS,5.131,0.53,0,0.594,0.54,0.281,0.035,29
Myanmar,2018,AS,4.308,0.682,0,0.429,0.58,0.598,0.178,29
Paraguay,2018,SA,5.681,0.835,0,0.615,0.541,0.162,0.074,29
Guinea,2018,SA,3.964,0.344,0,0.211,0.394,0.185,0.094,28
Iran,2018,AS,4.707,1.059,0,0.691,0.459,0.282,0.129,28
Lebanon,2018,AS,5.358,0.965,0,0.785,0.503,0.214,0.136,28
Mexico,2018,NA,6.488,1.038,0,0.761,0.479,0.069,0.095,28
Russia,2018,EU,5.81,1.151,0,0.599,0.399,0.065,0.025,28
Guatemala,2018,SA,6.382,0.781,0,0.608,0.604,0.179,0.071,27
Kenya,2018,AF,4.41,0.493,0,0.454,0.504,0.352,0.055,27
Mauritania,2018,AF,4.356,0.557,0,0.292,0.129,0.134,0.093,27
Nigeria,2018,AF,5.155,0.689,0,0.048,0.462,0.201,0.032,27
Bangladesh,2018,AS,4.5,0.532,0,0.579,0.58,0.153,0.144,26
Uganda,2018,AF,4.161,0.322,0,0.237,0.45,0.259,0.061,26
Azerbaijan,2018,AS,5.201,1.024,0,0.603,0.43,0.031,0.176,25
Cameroon,2018,AF,4.975,0.535,0,0.182,0.454,0.183,0.043,25
Madagascar,2018,AF,3.774,0.262,0,0.402,0.221,0.155,0.049,25
Nicaragua,2018,SA,6.141,0.668,0,0.7,0.527,0.208,0.128,25
Tajikistan,2018,AS,5.199,0.474,0,0.598,0.292,0.187,0.034,25
Uzbekistan,2018,AS,6.096,0.719,0,0.605,0.724,0.328,0.259,23
Zimbabwe,2018,AF,3.692,0.357,0,0.248,0.406,0.132,0.099,22
Cambodia,2018,AS,4.433,0.549,0,0.457,0.696,0.256,0.065,20
Haiti,2018,SA,3.582,0.315,0,0.289,0.025,0.392,0.104,20
Turkmenistan,2018,AS,5.636,1.016,0,0.517,0.417,0.199,0.037,20
Chad,2018,AF,4.301,0.358,0,0.053,0.189,0.181,0.06,19
Iraq,2018,AS,4.456,1.01,0,0.536,0.304,0.148,0.095,18
Venezuela,2018,SA,4.806,0.996,0,0.657,0.133,0.056,0.052,18
Burundi,2018,AF,2.905,0.091,0,0.145,0.065,0.149,0.076,17
Libya,2018,AF,5.566,0.985,0,0.553,0.496,0.116,0.148,17
Afghanistan,2018,AS,3.632,0.332,0,0.255,0.085,0.191,0.036,16
Yemen,2018,AS,3.355,0.442,0,0.343,0.244,0.083,0.064,14
Denmark,2019,EU,7.526,1.44178,1.16374,0.79504,0.57941,0.36171,0.44453,87
New Zealand,2019,AU,7.334,1.36066,1.17278,0.83096,0.58147,0.49401,0.41904,87
Finland,2019,EU,7.413,1.40598,1.13464,0.81091,0.57104,0.25492,0.41004,86
Singapore,2019,AS,6.739,1.64555,0.86758,0.94719,0.4877,0.32706,0.46987,85
Sweden,2019,EU,7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867,85
Switzerland,2019,EU,7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203,85
Norway,2019,EU,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776,84
Netherlands,2019,EU,7.339,1.46468,1.02912,0.81231,0.55211,0.47416,0.29927,82
Germany,2019,EU,6.994,1.44787,1.09774,0.81487,0.53466,0.30452,0.28551,80
Luxembourg,2019,EU,6.871,1.69752,1.03999,0.84542,0.5487,0.27571,0.35329,80
Iceland,2019,EU,7.501,1.42666,1.18326,0.86733,0.56624,0.47678,0.14975,78
Australia,2019,AU,7.313,1.44443,1.10476,0.8512,0.56837,0.47407,0.32331,77
Austria,2019,EU,7.119,1.45038,1.08383,0.80565,0.54355,0.32865,0.21348,77
Canada,2019,NA,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329,77
United Kingdom,2019,EU,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399,77
Belgium,2019,EU,6.929,1.42539,1.05249,0.81959,0.51354,0.2424,0.26248,75
Estonia,2019,EU,5.517,1.27964,1.05163,0.68098,0.41511,0.08423,0.18519,74
Ireland,2019,EU,6.907,1.48341,1.16157,0.81455,0.54008,0.44963,0.29754,74
Japan,2019,AS,5.921,1.38007,1.06054,0.91491,0.46761,0.10224,0.18985,73
United Arab Emirates,2019,AS,6.573,1.57352,0.87114,0.72993,0.56215,0.26591,0.35561,71
Uruguay,2019,SA,6.545,1.18157,1.03143,0.72183,0.54388,0.18056,0.21394,71
France,2019,EU,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808,69
United States,2019,NA,7.104,1.50796,1.04782,0.779,0.48163,0.41077,0.14868,69
Chile,2019,SA,6.705,1.2167,0.90587,0.81883,0.37789,0.31595,0.11451,67
Portugal,2019,EU,5.123,1.27607,0.94367,0.79363,0.44727,0.11691,0.01521,62
Spain,2019,EU,6.361,1.34253,1.12945,0.87896,0.37545,0.17665,0.06137,62
Botswana,2019,AF,3.974,1.09426,0.89186,0.34752,0.44089,0.12425,0.10769,61
Israel,2019,AS,7.267,1.33766,0.99537,0.84917,0.36432,0.32288,0.08728,60
Lithuania,2019,EU,5.813,1.2692,1.06411,0.64674,0.18929,0.02025,0.0182,60
Slovenia,2019,EU,5.768,1.29947,1.05613,0.79151,0.53164,0.25738,0.03635,60
Cyprus,2019,AS,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05228,58
Poland,2019,EU,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,58
Costa Rica,2019,SA,7.087,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547,56
Georgia,2019,AS,4.252,0.83792,0.19249,0.64035,0.32461,0.06786,0.3188,56
Latvia,2019,EU,5.56,1.21788,0.95025,0.63952,0.27996,0.17445,0.0889,56
Malta,2019,EU,6.488,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,54
Italy,2019,EU,5.977,1.35495,1.04167,0.85102,0.18827,0.16684,0.02556,53
Malaysia,2019,AS,6.005,1.25142,0.88025,0.62366,0.39031,0.41474,0.09081,53
Rwanda,2019,AF,3.515,0.32846,0.61586,0.31865,0.5432,0.23552,0.50521,53
Saudi Arabia,2019,AS,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008,53
Mauritius,2019,AF,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05203,52
Slovakia,2019,EU,6.078,1.27973,1.08268,0.70367,0.23391,0.13837,0.02947,50
Greece,2019,EU,5.033,1.24886,0.75473,0.80029,0.05822,0,0.04127,48
Jordan,2019,AS,5.303,0.99673,0.86216,0.60712,0.36023,0.14262,0.13297,48
Croatia,2019,EU,5.488,1.18649,0.60809,0.70524,0.23907,0.18434,0.04002,47
Argentina,2019,SA,6.65,1.15137,1.06612,0.69711,0.42284,0.10989,0.07296,45
Belarus,2019,EU,5.802,1.13062,1.04993,0.63104,0.29091,0.13942,0.17457,45
Montenegro,2019,EU,5.161,1.07838,0.74173,0.63533,0.15111,0.17191,0.12721,45
Senegal,2019,AF,4.219,0.44314,0.77416,0.40457,0.31056,0.19103,0.11681,45
Hungary,2019,EU,5.145,1.24142,0.93164,0.67608,0.1977,0.099,0.04472,44
Romania,2019,EU,5.528,1.1697,0.72803,0.67602,0.36712,0.12889,0.00679,44
South Africa,2019,AF,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,44
Bulgaria,2019,EU,4.217,1.11306,0.92542,0.67806,0.21219,0.12793,0.00615,43
Jamaica,2019,SA,5.51,0.89333,0.96372,0.59469,0.43597,0.22245,0.04294,43
Tunisia,2019,AF,5.045,0.97724,0.43165,0.59577,0.23553,0.03936,0.0817,43
Armenia,2019,AS,4.36,0.86086,0.62477,0.64083,0.14037,0.07793,0.03616,42
Bahrain,2019,AS,6.218,1.44024,0.94397,0.65696,0.47375,0.17147,0.25772,42
Benin,2019,AF,3.484,0.39499,0.10419,0.21028,0.39747,0.2018,0.06681,41
China,2019,AS,5.245,1.0278,0.79381,0.73561,0.44012,0.04959,0.02745,41
Ghana,2019,AF,4.276,0.63107,0.49353,0.29681,0.40973,0.21203,0.0326,41
India,2019,AS,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,41
Morocco,2019,AF,5.151,0.84058,0.38595,0.59471,0.25646,0.04053,0.08404,41
Burkina Faso,2019,AF,3.739,0.31995,0.63054,0.21297,0.3337,0.24353,0.12533,40
Indonesia,2019,AS,5.314,0.95104,0.87625,0.49374,0.39237,0.56521,0.00322,40
Kuwait,2019,AS,6.239,1.61714,0.87758,0.63569,0.43166,0.15965,0.23669,40
Serbia,2019,EU,5.177,1.03437,0.81329,0.6458,0.15718,0.20737,0.04339,39
Turkey,2019,AS,5.389,1.16492,0.87717,0.64718,0.23889,0.04707,0.12348,39
Ecuador,2019,SA,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,38
Sri Lanka,2019,AS,4.415,0.97318,0.84783,0.62007,0.50817,0.46978,0.07964,38
Colombia,2019,SA,6.481,1.03032,1.02169,0.59659,0.44735,0.15626,0.05399,37
Ethiopia,2019,AF,4.508,0.29283,0.37932,0.34578,0.36703,0.29522,0.1717,37
Tanzania,2019,AF,3.666,0.47155,0.77623,0.357,0.3176,0.31472,0.05099,37
Vietnam,2019,AS,5.061,0.74037,0.79117,0.66157,0.55954,0.25075,0.11556,37
Bosnia and Herzegovina,2019,EU,5.163,0.93383,0.64367,0.70766,0.09511,0.29889,0,36
Kosovo,2019,EU,5.401,0.90145,0.66062,0.54,0.14396,0.27992,0.06547,36
Panama,2019,SA,6.701,1.18306,0.98912,0.70835,0.48927,0.2418,0.08423,36
Peru,2019,SA,5.743,0.99602,0.81255,0.62994,0.37502,0.14527,0.05292,36
Thailand,2019,AS,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833,36
Albania,2019,EU,4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301,35
Algeria,2019,AF,6.355,1.05266,0.83309,0.61804,0.21006,0.07044,0.16157,35
Brazil,2019,SA,6.952,1.08754,1.03938,0.61415,0.40425,0.15776,0.14166,35
Egypt,2019,AF,4.362,0.95395,0.49813,0.52116,0.18847,0.12706,0.10393,35
Mongolia,2019,AS,4.907,0.98853,1.08983,0.55469,0.35972,0.34539,0.03285,35
El Salvador,2019,SA,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613,34
Kazakhstan,2019,AS,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,34
Nepal,2019,AS,4.793,0.44626,0.69699,0.50073,0.37012,0.3816,0.07008,34
Philippines,2019,AS,5.279,0.81217,0.87877,0.47036,0.54854,0.21674,0.11757,34
Zambia,2019,AF,4.795,0.61202,0.6376,0.23573,0.42662,0.17866,0.11479,34
Sierra Leone,2019,AF,4.635,0.36485,0.628,0,0.30685,0.23897,0.08196,33
Moldova,2019,EU,5.897,0.69177,0.83132,0.52309,0.25202,0.19997,0.01903,32
Niger,2019,AF,3.856,0.1327,0.6053,0.26162,0.38041,0.2097,0.17176,32
Pakistan,2019,AS,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,32
Bolivia,2019,SA,5.822,0.79422,0.83779,0.4697,0.50961,0.21698,0.07746,31
Gabon,2019,AF,4.121,1.15851,0.72368,0.3494,0.28098,0.06244,0.09314,31
Malawi,2019,AF,4.156,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,31
Azerbaijan,2019,AS,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914,30
Kyrgyzstan,2019,AS,5.185,0.56044,0.95434,0.55449,0.40212,0.38432,0.04762,30
Ukraine,2019,EU,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,30
Guinea,2019,SA,3.607,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,29
Mali,2019,AF,4.073,0.31292,0.86333,0.16347,0.27544,0.21064,0.13647,29
Mexico,2019,NA,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355,29
Myanmar,2019,AS,4.395,0.34112,0.69981,0.3988,0.42692,0.81971,0.20243,29
Togo,2019,AF,3.303,0.28123,0,0.24811,0.34678,0.17517,0.11587,29
Dominican Republic,2019,SA,5.155,1.02787,0.99496,0.57669,0.52259,0.21286,0.12372,28
Kenya,2019,AF,4.356,0.52267,0.7624,0.30147,0.40576,0.41328,0.06686,28
Lebanon,2019,AS,5.129,1.12268,0.64184,0.76171,0.26228,0.23693,0.03061,28
Liberia,2019,AF,3.622,0.10706,0.50353,0.23165,0.25748,0.24063,0.04852,28
Mauritania,2019,AF,4.201,0.61391,0.84142,0.28639,0.1268,0.22686,0.17955,28
Paraguay,2019,SA,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,28
Russia,2019,EU,5.856,1.23228,1.05261,0.58991,0.32682,0.02736,0.03586,28
Uganda,2019,AF,3.739,0.34719,0.90981,0.19625,0.43653,0.27102,0.06442,28
Bangladesh,2019,AS,4.643,0.54177,0.24749,0.52989,0.39778,0.19132,0.12583,26
Guatemala,2019,SA,6.324,0.83454,0.87119,0.54039,0.50379,0.28808,0.08701,26
Honduras,2019,SA,4.871,0.69429,0.75596,0.58383,0.26755,0.2044,0.06906,26
Iran,2019,AS,4.813,1.11758,0.38857,0.64232,0.22544,0.38538,0.0557,26
Nigeria,2019,AF,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,26
Cameroon,2019,AF,4.513,0.52497,0.62542,0.12698,0.42736,0.2268,0.06126,25
Tajikistan,2019,AS,4.996,0.48835,0.75602,0.53119,0.43408,0.25998,0.13509,25
Uzbekistan,2019,AS,5.987,0.73591,1.1681,0.50163,0.60848,0.34326,0.28333,25
Madagascar,2019,AF,3.695,0.27954,0.46115,0.37109,0.13684,0.2204,0.07506,24
Zimbabwe,2019,AF,4.193,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582,24
Nicaragua,2019,SA,5.992,0.69384,0.89521,0.65213,0.46582,0.29773,0.16292,22
Cambodia,2019,AS,3.907,0.55604,0.5375,0.42494,0.58852,0.40339,0.08092,20
Chad,2019,AF,3.763,0.42214,0.63178,0.03824,0.12807,0.18667,0.04952,20
Iraq,2019,AS,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13636,20
Burundi,2019,AF,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,19
Turkmenistan,2019,AS,5.658,1.08017,1.03817,0.44006,0.37408,0.22567,0.28467,19
Haiti,2019,SA,4.028,0.34097,0.29561,0.27494,0.12072,0.47958,0.14476,18
Libya,2019,AF,5.615,1.06688,0.95076,0.52304,0.40672,0.17087,0.10339,18
Afghanistan,2019,AS,3.36,0.38227,0.11037,0.17344,0.1643,0.31268,0.07112,16
Venezuela,2019,SA,6.084,1.13367,1.03302,0.61904,0.19847,0.0425,0.08304,16
Yemen,2019,AS,3.724,0.57939,0.47493,0.31048,0.2287,0.09821,0.05892,15
Denmark,2020,EU,7.645599842,1.326948524,0,0.979332566,0.665039897,0.242793396,0.495260328,88
New Zealand,2020,AU,7.299600124,1.242317915,0,1.008138299,0.646789908,0.325726211,0.461268276,88
Finland,2020,EU,7.808700085,1.285189509,0,0.961271405,0.66231674,0.159670442,0.477857262,85
Singapore,2020,AS,6.377099991,1.519580126,0,1.137814283,0.635317206,0.218770906,0.533162236,85
Sweden,2020,EU,7.353499889,1.322235227,0,0.986470461,0.650297701,0.272827893,0.442066371,85
Switzerland,2020,EU,7.559899807,1.39077425,0,1.040533185,0.62895447,0.269055754,0.407945901,85
Norway,2020,EU,7.487999916,1.42420733,0,1.008071899,0.670200884,0.287985086,0.434100568,84
Netherlands,2020,EU,7.448900223,1.338946342,0,0.975675344,0.61362648,0.336317569,0.368569762,82
Germany,2020,EU,7.075799942,1.314184546,0,0.972114801,0.564274132,0.252037704,0.309362292,80
Luxembourg,2020,EU,7.237500191,1.536676049,0,0.986442685,0.610137045,0.19595392,0.367041469,80
Australia,2020,AU,7.222799778,1.310396433,0,1.022607684,0.621877193,0.324973613,0.335996419,77
Canada,2020,NA,7.23210001,1.301647663,0,1.022501945,0.644028127,0.28152892,0.351701856,77
United Kingdom,2020,EU,7.164500237,1.273061037,0,0.97570008,0.525168657,0.373433441,0.322601646,77
Austria,2020,EU,7.294199944,1.317285538,0,1.000933528,0.603368878,0.255509764,0.281256139,76
Belgium,2020,EU,6.863500118,1.295842767,0,0.964901149,0.499805421,0.146966159,0.208724052,76
Estonia,2020,EU,6.021800041,1.192441225,0,0.842615008,0.576664805,0.125136748,0.201766819,75
Iceland,2020,EU,7.504499912,1.326501608,0,1.000843406,0.661980748,0.362330228,0.144540772,75
Japan,2020,AS,5.870800018,1.26672411,0,1.072881341,0.495465875,0.03571178,0.181439638,74
Ireland,2020,EU,7.093699932,1.446886778,0,0.975670695,0.587779939,0.295426995,0.373433262,72
United Arab Emirates,2020,AS,6.790800095,1.431086421,0,0.787814438,0.652936101,0.28065598,0.220213518,71
Uruguay,2020,SA,6.440100193,1.071000457,0,0.856928885,0.59426707,0.132143691,0.193425074,71
France,2020,EU,6.663799763,1.268129349,0,1.029714227,0.514050901,0.112607703,0.227303237,69
Chile,2020,SA,6.228499889,1.096992493,0,0.889260828,0.417482227,0.155579001,0.06284935,67
United States,2020,NA,6.939599991,1.37398684,0,0.831618011,0.534608245,0.298143059,0.152284741,67
Spain,2020,EU,6.400899887,1.230535269,0,1.051343083,0.425983816,0.16530548,0.109579779,62
Portugal,2020,EU,5.910900116,1.168800831,0,0.979315281,0.589895189,0.053036947,0.027733466,61
Botswana,2020,AF,3.478899956,0.997548997,0,0.494101733,0.50908941,0.033407487,0.101786368,60
Israel,2020,AS,7.128600121,1.216463685,0,1.008052945,0.420699477,0.266861796,0.09989845,60
